Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
115,tt0074937,2016-10-27,2016-10-27,,"Invito a cena con delitto","Murder by Death",https://www.imdb.com/title/tt0074937/,Film,7.2,95,1976,"Commedia, Poliziesco, Giallo, Thriller",45096,1976-09-11,"Robert Moore",,
116,tt0036342,2016-10-30,2016-10-30,,"L'ombra del dubbio","Shadow of a Doubt",https://www.imdb.com/title/tt0036342/,Film,7.8,108,1943,"Drammatico, Noir, Giallo, Thriller",74728,1945-02,"Alfred Hitchcock",,
117,tt0048728,2016-10-30,2016-10-30,,"Caccia al ladro","To Catch a Thief",https://www.imdb.com/title/tt0048728/,Film,7.4,106,1955,"Drammatico, Giallo, Sentimentale, Thriller",85849,1955-12-23,"Alfred Hitchcock",,
118,tt0061107,2016-10-30,2016-10-30,,"Il sipario strappato","Torn Curtain",https://www.imdb.com/title/tt0061107/,Film,6.6,128,1966,"Drammatico, Sentimentale, Thriller",31476,1966-10-26,"Alfred Hitchcock",,
119,tt0876563,2016-11-06,2016-11-06,,"Ponyo sulla scogliera","Gake no ue no Ponyo",https://www.imdb.com/title/tt0876563/,Film,7.6,101,2008,"Animazione, Avventura, Commedia, Per famiglie, Fantastico",182261,2009-03-20,"Hayao Miyazaki",,
120,tt0985058,2016-11-07,2016-11-07,,"Metropia","Metropia",https://www.imdb.com/title/tt0985058/,Film,6.2,86,2009,"Animazione, Drammatico, Giallo, Fantascienza, Thriller",8333,2009-11-27,"Tarik Saleh",,
121,tt0320193,2016-11-10,2016-11-10,,"Oasis","Oasiseu",https://www.imdb.com/title/tt0320193/,Film,7.8,133,2002,"Drammatico, Sentimentale",11354,2003-04-11,"Lee Chang-dong",,
122,tt1273235,2016-11-13,2016-11-13,,"Srpski film","Srpski film",https://www.imdb.com/title/tt1273235/,Film,4.9,104,2010,"Horror, Giallo, Thriller",78984,2011-09-30,"Srdjan Spasojevic",,
123,tt0118694,2016-11-13,2016-11-13,,"In the Mood for Love","Fa yeung nin wah",https://www.imdb.com/title/tt0118694/,Film,8.0,98,2000,"Drammatico, Sentimentale",185240,2000-10-27,"Wong Kar-Wai",,
124,tt1190539,2016-11-13,2016-11-13,,"The Chaser","Chugyeokja",https://www.imdb.com/title/tt1190539/,Film,7.8,125,2008,"Azione, Poliziesco, Drammatico, Thriller",79296,2008-02-14,"Na Hong-jin",,
125,tt0283283,2016-11-13,2016-11-13,,"Millennium Mambo","Qian xi man bo",https://www.imdb.com/title/tt0283283/,Film,7.0,119,2001,"Drammatico, Sentimentale",8203,2002-07-05,"Hsiao-Hsien Hou",,
126,tt0852726,2016-11-13,2016-11-13,,"Nightmare Detective","Akumu tantei",https://www.imdb.com/title/tt0852726/,Film,6.0,106,2006,"Poliziesco, Horror, Giallo, Thriller",2927,2007-01-13,"Shin'ya Tsukamoto",,
127,tt1842532,2016-11-13,2016-11-13,,"Kotoko","Kotoko",https://www.imdb.com/title/tt1842532/,Film,6.8,91,2011,"Drammatico, Horror",2667,2025-10-21,"Shin'ya Tsukamoto",,
128,tt0312843,2016-11-13,2016-11-13,,"Suicide Club","Jisatsu sâkuru",https://www.imdb.com/title/tt0312843/,Film,6.5,99,2001,"Poliziesco, Drammatico, Horror, Giallo, Thriller",23748,2021-05-20,"Sion Sono",,
129,tt0374546,2016-11-13,2016-11-13,,"Primavera, estate, autunno, inverno... e ancora primavera","Bom yeoreum gaeul gyeoul geurigo bom",https://www.imdb.com/title/tt0374546/,Film,8.0,103,2003,"Drammatico, Sentimentale",90252,2004-06-11,"Kim Ki-duk",,
130,tt3187076,2016-11-14,2016-11-14,,"Class Enemy","Razredni sovraznik",https://www.imdb.com/title/tt3187076/,Film,7.5,112,2013,"Drammatico",2373,2014-10-09,"Rok Bicek",,
131,tt0302674,2016-11-14,2016-11-14,,"Gerry","Gerry",https://www.imdb.com/title/tt0302674/,Film,6.0,103,2002,"Avventura, Drammatico, Giallo",20554,2002-09-20,"Gus Van Sant",,
132,tt0842929,2016-11-14,2016-11-14,,"Paranoid Park","Paranoid Park",https://www.imdb.com/title/tt0842929/,Film,6.6,85,2007,"Poliziesco, Drammatico, Giallo",32736,2007-12-07,"Gus Van Sant",,
133,tt0473488,2016-11-14,2016-11-14,,"Guida per riconoscere i tuoi santi","A Guide to Recognizing Your Saints",https://www.imdb.com/title/tt0473488/,Film,6.9,100,2006,"Poliziesco, Drammatico",28164,2007-03-09,"Dito Montiel",,
134,tt2315628,2016-11-14,2016-11-14,,"Il superstite","For Those in Peril",https://www.imdb.com/title/tt2315628/,Film,6.3,92,2013,"Drammatico",1319,2014-03-06,"Paul Wright",,
135,tt3204144,2016-11-14,2016-11-14,,"The Fighters - Addestramento di vita","Les combattants",https://www.imdb.com/title/tt3204144/,Film,6.6,98,2014,"Avventura, Commedia, Sentimentale",6500,2015-04-10,"Thomas Cailley",,
136,tt1646959,2016-11-15,2016-11-15,,"Kim Bok-nam salinsageonui jeonmal","Kim Bok-nam salinsageonui jeonmal",https://www.imdb.com/title/tt1646959/,Film,7.2,115,2010,"Drammatico, Horror, Thriller",19140,2010-09-02,"Cheol-soo Jang",,
137,tt3265462,2016-11-15,2016-11-15,,"Han Gong-ju","Han Gong-ju",https://www.imdb.com/title/tt3265462/,Film,7.2,112,2013,"Poliziesco, Drammatico",3127,2014-04-17,"Lee Su-jin",,
138,tt3153634,2016-11-15,2016-11-15,,"So-won","So-won",https://www.imdb.com/title/tt3153634/,Film,8.2,122,2013,"Drammatico",11547,2013-10-02,"Lee Joon-ik",,
139,tt3108158,2016-11-15,2016-11-15,,"Kawaki.","Kawaki.",https://www.imdb.com/title/tt3108158/,Film,6.5,118,2014,"Drammatico, Giallo, Thriller",6425,2014-06-27,"Tetsuya Nakashima",,
140,tt0492784,2016-11-15,2016-11-15,,"Strange Circus","Kimyô na sâkasu",https://www.imdb.com/title/tt0492784/,Film,6.9,108,2005,"Drammatico, Horror, Giallo, Thriller",6761,2005-12-24,"Sion Sono",,
141,tt1632547,2016-11-15,2016-11-15,,"Cold Fish","Tsumetai nettaigyo",https://www.imdb.com/title/tt1632547/,Film,7.1,146,2010,"Poliziesco, Drammatico, Horror, Thriller",15862,2011-01-29,"Sion Sono",,
142,tt1900893,2016-11-15,2016-11-15,,"Himizu","Himizu",https://www.imdb.com/title/tt1900893/,Film,7.1,129,2011,"Poliziesco, Drammatico, Giallo, Thriller",5246,2012-01-14,"Sion Sono",,
143,tt1743724,2016-11-15,2016-11-15,,"Guilty of Romance","Koi no tsumi",https://www.imdb.com/title/tt1743724/,Film,6.8,144,2011,"Drammatico, Horror, Sentimentale, Thriller",6316,2011-11-12,"Sion Sono",,
144,tt0096251,2016-11-15,2016-11-15,,"Tetsuo","Tetsuo",https://www.imdb.com/title/tt0096251/,Film,6.9,67,1989,"Horror, Fantascienza",28656,1989-07-01,"Shin'ya Tsukamoto",,
145,tt1588170,2016-11-15,2016-11-15,,"I Saw the Devil","Angmareul boatda",https://www.imdb.com/title/tt1588170/,Film,7.8,144,2010,"Azione, Thriller",162824,2010-08-12,"Kim Jee-woon",,
146,tt1230385,2016-11-15,2016-11-15,,"The Yellow Sea","Hwanghae",https://www.imdb.com/title/tt1230385/,Film,7.3,157,2010,"Azione, Poliziesco, Drammatico, Thriller",24493,2010-12-22,"Na Hong-jin",,
147,tt0118845,2016-11-15,2016-11-15,,"Happy Together","Chun gwong ja sit",https://www.imdb.com/title/tt0118845/,Film,7.7,96,1997,"Drammatico, Sentimentale",37675,1997-09-26,"Wong Kar-Wai",,
148,tt3740778,2016-11-15,2016-11-15,,"Al di là delle montagne","Shan he gu ren",https://www.imdb.com/title/tt3740778/,Film,6.9,126,2015,"Drammatico, Sentimentale",6975,2016-05-05,"Jia Zhang-ke",,
149,tt2299842,2016-11-15,2016-11-15,,"Pietà","Pieta",https://www.imdb.com/title/tt2299842/,Film,7.1,103,2012,"Poliziesco, Drammatico, Thriller",16618,2012-09-14,"Kim Ki-duk",,
150,tt0821442,2016-11-15,2016-11-15,,"A Dirty Carnival","Biyeolhan geori",https://www.imdb.com/title/tt0821442/,Film,7.3,140,2006,"Azione, Poliziesco, Drammatico",9664,2006-06-15,"Ha Yoo",,
151,tt0365376,2016-11-15,2016-11-15,,"Two Sisters","Janghwa, Hongryeon",https://www.imdb.com/title/tt0365376/,Film,7.1,114,2003,"Drammatico, Horror, Giallo, Thriller",73343,2004-08-27,"Kim Jee-woon",,
152,tt0098360,2016-11-15,2016-11-15,,"Violent Cop","Sono otoko, kyôbô ni tsuki",https://www.imdb.com/title/tt0098360/,Film,7.1,103,1989,"Azione, Poliziesco, Drammatico, Thriller",14007,1989-08-12,"Takeshi Kitano",,
153,tt0108188,2016-11-15,2016-11-15,,"Sonatine","Sonachine",https://www.imdb.com/title/tt0108188/,Film,7.4,94,1993,"Azione, Commedia, Poliziesco, Drammatico, Sentimentale, Thriller",25010,2000-06-16,"Takeshi Kitano",,
154,tt0408664,2016-11-15,2016-11-15,,"Nessuno lo sa","Dare mo shiranai",https://www.imdb.com/title/tt0408664/,Film,8.0,141,2004,"Drammatico",34859,2004-10-21,"Hirokazu Koreeda",,
155,tt0119250,2016-11-16,2016-11-16,,"Hana-bi - Fiori di fuoco","Hana-bi",https://www.imdb.com/title/tt0119250/,Film,7.7,103,1997,"Poliziesco, Drammatico, Sentimentale, Thriller",35237,1997-10-30,"Takeshi Kitano",,
156,tt0451094,2016-11-16,2016-11-16,,"Lady Vendetta","Chinjeolhan geumjassi",https://www.imdb.com/title/tt0451094/,Film,7.5,115,2005,"Poliziesco, Drammatico, Thriller",91859,2006-01-05,"Park Chan-wook",,
157,tt0762073,2016-11-16,2016-11-16,,"Bakjwi","Bakjwi",https://www.imdb.com/title/tt0762073/,Film,7.1,134,2009,"Drammatico, Fantastico, Horror, Sentimentale",54397,2009-04-30,"Park Chan-wook",,
158,tt1216496,2016-11-16,2016-11-16,,"Madre","Madeo",https://www.imdb.com/title/tt1216496/,Film,7.7,129,2009,"Poliziesco, Drammatico, Giallo, Thriller",79407,2021-07-01,"Bong Joon Ho",,
159,tt0116996,2016-11-17,2016-11-17,,"Mars Attacks!","Mars Attacks!",https://www.imdb.com/title/tt0116996/,Film,6.4,106,1996,"Commedia, Fantascienza",256711,1997-03-07,"Tim Burton",,
160,tt0096895,2016-11-17,2016-11-17,,"Batman","Batman",https://www.imdb.com/title/tt0096895/,Film,7.5,126,1989,"Azione, Avventura",428715,1989-10-20,"Tim Burton",,
161,tt0103776,2016-11-17,2016-11-17,,"Batman - Il ritorno","Batman Returns",https://www.imdb.com/title/tt0103776/,Film,7.1,126,1992,"Azione, Poliziesco, Fantastico",347698,1992-09-11,"Tim Burton",,
162,tt1306985,2016-11-17,2016-11-17,,"Lalapipo","Lalapipo",https://www.imdb.com/title/tt1306985/,Film,5.8,120,2009,"Commedia, Drammatico",291,2009-02-07,"Masayuki Miyano",,
163,tt0147612,2016-11-17,2016-11-17,,"Happiness","Happiness",https://www.imdb.com/title/tt0147612/,Film,7.7,134,1998,"Commedia, Drammatico",79141,1999-01-29,"Todd Solondz",,
164,tt0119822,2016-11-20,2016-11-20,,"Qualcosa è cambiato","As Good as It Gets",https://www.imdb.com/title/tt0119822/,Film,7.7,139,1997,"Commedia, Drammatico, Sentimentale",335486,1998-01-30,"James L. Brooks",,
165,tt1480656,2016-11-20,2016-11-20,,"Cosmopolis","Cosmopolis",https://www.imdb.com/title/tt1480656/,Film,5.1,109,2012,"Poliziesco, Drammatico, Giallo, Thriller",51919,2012-05-25,"David Cronenberg",,
166,tt0189584,2016-11-20,2016-11-20,,"The Big Kahuna","The Big Kahuna",https://www.imdb.com/title/tt0189584/,Film,6.5,90,1999,"Commedia, Drammatico",15420,2000-09-08,"John Swanbeck",,
167,tt1204340,2016-11-20,2016-11-20,,"Tirannosauro","Tyrannosaur",https://www.imdb.com/title/tt1204340/,Film,7.5,92,2011,"Drammatico",35116,2011-10-07,"Paddy Considine",,
168,tt0109445,2016-11-20,2016-11-20,,"Clerks - Commessi","Clerks",https://www.imdb.com/title/tt0109445/,Film,7.7,92,1994,"Commedia",239330,1995-02-01,"Kevin Smith",,
169,tt1095217,2016-11-20,2016-11-20,,"Il cattivo tenente - Ultima chiamata New Orleans","The Bad Lieutenant: Port of Call - New Orleans",https://www.imdb.com/title/tt1095217/,Film,6.6,122,2009,"Poliziesco, Drammatico, Giallo",84170,2009-09-11,"Werner Herzog",,
170,tt2170593,2016-11-20,2016-11-20,,"St. Vincent","St. Vincent",https://www.imdb.com/title/tt2170593/,Film,7.2,102,2014,"Commedia, Drammatico",112731,2014-12-18,"Theodore Melfi",,
171,tt0409459,2016-11-22,2016-11-22,,"Watchmen","Watchmen",https://www.imdb.com/title/tt0409459/,Film,7.6,162,2009,"Azione, Drammatico, Giallo, Fantascienza",607344,2009-03-06,"Zack Snyder",,
172,tt0268978,2016-11-22,2016-11-22,,"A Beautiful Mind","A Beautiful Mind",https://www.imdb.com/title/tt0268978/,Film,8.2,135,2001,"Biografico, Drammatico, Giallo",1044932,2002-02-22,"Ron Howard",,
173,tt0477348,2016-11-22,2016-11-22,,"Non è un paese per vecchi","No Country for Old Men",https://www.imdb.com/title/tt0477348/,Film,8.2,122,2007,"Poliziesco, Drammatico, Thriller",1169754,2008-02-22,"Ethan Coen, Joel Coen",,
174,tt2375574,2016-11-26,2016-11-26,,"I disertori - A Field in England","A Field in England",https://www.imdb.com/title/tt2375574/,Film,6.2,90,2013,"Drammatico, Storico, Horror, Giallo",14933,2013-07-05,"Ben Wheatley",,
175,tt0101829,2016-11-26,2016-11-26,,"Europa","Europa",https://www.imdb.com/title/tt0101829/,Film,7.5,108,1991,"Poliziesco, Drammatico, Thriller",24446,1991-10-10,"Lars von Trier",,
176,tt0087280,2016-11-26,2016-11-26,,"L'elemento del crimine","Forbrydelsens element",https://www.imdb.com/title/tt0087280/,Film,6.7,104,1984,"Poliziesco, Drammatico, Thriller",12106,2000-02-04,"Lars von Trier",,
177,tt2375605,2016-11-26,2016-11-26,,"L'atto di uccidere","The Act of Killing",https://www.imdb.com/title/tt2375605/,Film,8.2,117,2012,"Documentario, Biografico, Poliziesco, Storico, Guerra",43735,2013-10-17,"Joshua Oppenheimer, Anonymous, Christine Cynn",,
178,tt0109731,2016-11-26,2016-11-26,,"L'inferno","L'enfer",https://www.imdb.com/title/tt0109731/,Film,7.0,102,1994,"Poliziesco, Drammatico, Thriller",7107,1994-02-16,"Claude Chabrol",,
179,tt0057012,2016-11-26,2016-11-26,,"Il dottor Stranamore - Ovvero: come ho imparato a non preoccuparmi e ad amare la bomba","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",https://www.imdb.com/title/tt0057012/,Film,8.3,95,1964,"Commedia, Guerra",547891,1964-04-03,"Stanley Kubrick",,
180,tt0063803,2016-11-26,2016-11-26,,"Chi sta bussando alla mia porta?","Who's That Knocking at My Door",https://www.imdb.com/title/tt0063803/,Film,6.5,90,1967,"Drammatico",10745,1978,"Martin Scorsese",,
181,tt0068309,2016-11-26,2016-11-26,,"America 1929 - Sterminateli senza pietà","Boxcar Bertha",https://www.imdb.com/title/tt0068309/,Film,6.0,88,1972,"Poliziesco, Drammatico, Sentimentale",12085,1974-01-17,"Martin Scorsese",,
182,tt0071115,2016-11-26,2016-11-26,,"Alice non abita più qui","Alice Doesn't Live Here Anymore",https://www.imdb.com/title/tt0071115/,Film,7.3,112,1974,"Drammatico, Sentimentale",29585,1975-05-23,"Martin Scorsese",,
183,tt0076451,2016-11-26,2016-11-26,,"New York, New York","New York, New York",https://www.imdb.com/title/tt0076451/,Film,6.6,155,1977,"Drammatico, Musica, Musical",23479,1977-09-29,"Martin Scorsese",,
184,tt0090863,2016-11-26,2016-11-26,,"Il colore dei soldi","The Color of Money",https://www.imdb.com/title/tt0090863/,Film,7.0,119,1986,"Drammatico, Sportivo",100020,1987-02-19,"Martin Scorsese",,
185,tt0307901,2016-11-27,2016-11-27,,"La 25ª ora","25th Hour",https://www.imdb.com/title/tt0307901/,Film,7.6,135,2002,"Drammatico",190548,2003-04-18,"Spike Lee",,
186,tt0317248,2016-11-27,2016-11-27,,"City of God","Cidade de Deus",https://www.imdb.com/title/tt0317248/,Film,8.6,130,2002,"Poliziesco, Drammatico",862279,2003-05-09,"Fernando Meirelles, Kátia Lund",,
187,tt0073486,2016-11-27,2016-11-27,,"Qualcuno volò sul nido del cuculo","One Flew Over the Cuckoo's Nest",https://www.imdb.com/title/tt0073486/,Film,8.6,133,1975,"Drammatico",1147368,1976-03-18,"Milos Forman",,
188,tt0299977,2017-01-02,2017-01-02,,"Hero","Ying xiong",https://www.imdb.com/title/tt0299977/,Film,7.9,107,2002,"Azione, Avventura, Drammatico",193103,2004-10-08,"Yimou Zhang",,
189,tt0120889,2017-01-02,2017-01-02,,"Al di là dei sogni","What Dreams May Come",https://www.imdb.com/title/tt0120889/,Film,7.0,113,1998,"Drammatico, Fantastico, Sentimentale",119710,1998-11-20,"Vincent Ward",,
190,tt0318034,2017-01-02,2017-01-02,,"Arca russa","Russkiy kovcheg",https://www.imdb.com/title/tt0318034/,Film,7.2,99,2002,"Drammatico, Fantastico, Storico, Giallo",22793,2002-11-08,"Aleksandr Sokurov",,
191,tt0404030,2017-01-03,2017-01-03,,"Ogni cosa è illuminata","Everything Is Illuminated",https://www.imdb.com/title/tt0404030/,Film,7.4,106,2005,"Commedia, Drammatico",61186,2005-11-11,"Liev Schreiber",,
192,tt1571222,2017-01-10,2017-01-10,,"A Dangerous Method","A Dangerous Method",https://www.imdb.com/title/tt1571222/,Film,6.4,99,2011,"Biografico, Drammatico, Sentimentale",111617,2011-09-30,"David Cronenberg",,
193,tt0278731,2017-01-11,2017-01-11,,"Spider","Spider",https://www.imdb.com/title/tt0278731/,Film,6.7,98,2002,"Drammatico, Giallo, Thriller",43013,2002-11-29,"David Cronenberg",,
194,tt0120907,2017-01-11,2017-01-11,,"eXistenZ","eXistenZ",https://www.imdb.com/title/tt0120907/,Film,6.8,97,1999,"Horror, Giallo, Fantascienza, Thriller",112694,2000-01-05,"David Cronenberg",,
195,tt0115964,2017-01-11,2017-01-11,,"Crash","Crash",https://www.imdb.com/title/tt0115964/,Film,6.4,100,1996,"Drammatico",71756,1996-11-15,"David Cronenberg",,
196,tt0062229,2017-01-11,2017-01-11,,"Frank Costello faccia d'angelo","Le samouraï",https://www.imdb.com/title/tt0062229/,Film,8.0,105,1967,"Poliziesco, Drammatico, Thriller",64862,1968-03-07,"Jean-Pierre Melville",,
197,tt3813310,2017-01-30,2017-01-30,,"Cop Car","Cop Car",https://www.imdb.com/title/tt3813310/,Film,6.3,88,2015,"Poliziesco, Thriller",36474,2015-08-07,"Jon Watts",,
198,tt0085809,2017-02-02,2017-02-02,,"Koyaanisqatsi","Koyaanisqatsi",https://www.imdb.com/title/tt0085809/,Film,8.2,86,1982,"Documentario, Musica",44235,1984-05-13,"Godfrey Reggio",,
199,tt1323045,2017-03-27,2017-03-27,,"Frozen","Frozen",https://www.imdb.com/title/tt1323045/,Film,6.1,93,2010,"Avventura, Thriller",86547,2011-03-25,"Adam Green",,
200,tt1462758,2017-03-27,2017-03-27,,"Buried - Sepolto","Buried",https://www.imdb.com/title/tt1462758/,Film,7.0,95,2010,"Drammatico, Giallo, Thriller",175387,2010-10-15,"Rodrigo Cortés",,
201,tt0055805,2017-05-16,2017-05-16,,"Boccaccio '70","Boccaccio '70",https://www.imdb.com/title/tt0055805/,Film,7.0,205,1962,"Commedia, Fantastico, Sentimentale",5535,1962-02-23,"Vittorio De Sica, Federico Fellini, Mario Monicelli, Luchino Visconti",,
202,tt0062271,2017-05-16,2017-05-16,,"Signore & signori","Signore & signori",https://www.imdb.com/title/tt0062271/,Film,7.5,118,1966,"Commedia",1941,1966-02-10,"Pietro Germi",,
203,tt0056512,2017-05-16,2017-05-16,,"Il sorpasso","Il sorpasso",https://www.imdb.com/title/tt0056512/,Film,8.2,108,1962,"Avventura, Commedia, Drammatico",14151,1963-06-20,"Dino Risi",,
204,tt1315981,2017-05-30,2017-05-30,,"A Single Man","A Single Man",https://www.imdb.com/title/tt1315981/,Film,7.5,99,2009,"Drammatico, Sentimentale, Thriller",121602,2010-01-15,"Tom Ford",,
205,tt0340855,2017-06-04,2017-06-04,,"Monster","Monster",https://www.imdb.com/title/tt0340855/,Film,7.3,109,2003,"Biografico, Poliziesco, Drammatico, Thriller",171719,2004-04-30,"Patty Jenkins",,
206,tt0086200,2017-06-04,2017-06-04,,"Risky Business - Fuori i vecchi... i figli ballano","Risky Business",https://www.imdb.com/title/tt0086200/,Film,6.8,99,1983,"Commedia, Poliziesco, Drammatico, Sentimentale",107198,1984-03-22,"Paul Brickman",,
207,tt0095953,2017-06-04,2017-06-04,,"Rain Man - L'uomo della pioggia","Rain Man",https://www.imdb.com/title/tt0095953/,Film,8.0,133,1988,"Drammatico",578846,1989-03-03,"Barry Levinson",,
208,tt0096969,2017-06-04,2017-06-04,,"Nato il quattro luglio","Born on the Fourth of July",https://www.imdb.com/title/tt0096969/,Film,7.2,145,1989,"Biografico, Drammatico, Guerra",123528,1990-03-02,"Oliver Stone",,
209,tt0259711,2017-06-04,2017-06-04,,"Vanilla Sky","Vanilla Sky",https://www.imdb.com/title/tt0259711/,Film,6.9,136,2001,"Fantastico, Giallo, Sentimentale, Fantascienza, Thriller",305612,2002-02-01,"Cameron Crowe",,
210,tt0985699,2017-06-04,2017-06-04,,"Operazione Valchiria","Valkyrie",https://www.imdb.com/title/tt0985699/,Film,7.1,121,2008,"Drammatico, Storico, Thriller, Guerra",272585,2009-01-30,"Bryan Singer",,
211,tt0110148,2017-06-04,2017-06-04,,"Intervista col vampiro","Interview with the Vampire: The Vampire Chronicles",https://www.imdb.com/title/tt0110148/,Film,7.5,123,1994,"Drammatico, Fantastico, Horror",373096,1994-12-16,"Neil Jordan",,
212,tt6306400,2017-06-04,2017-06-04,,"Fortunata","Fortunata",https://www.imdb.com/title/tt6306400/,Film,6.2,103,2017,"Drammatico",1705,2017-05-20,"Sergio Castellitto",,
213,tt1205489,2017-06-04,2017-06-04,,"Gran Torino","Gran Torino",https://www.imdb.com/title/tt1205489/,Film,8.1,116,2008,"Drammatico",855447,2009-03-13,"Clint Eastwood",,
214,tt0070047,2017-06-04,2017-06-04,,"L'esorcista","The Exorcist",https://www.imdb.com/title/tt0070047/,Film,8.1,122,1973,"Horror",493445,1974-09-20,"William Friedkin",,
215,tt3315342,2017-06-04,2017-06-04,,"Logan - The Wolverine","Logan",https://www.imdb.com/title/tt3315342/,Film,8.1,137,2017,"Azione, Drammatico, Fantascienza, Thriller",915287,2017-03-01,"James Mangold",,
216,tt2763304,2017-06-04,2017-06-04,,"T2 Trainspotting","T2 Trainspotting",https://www.imdb.com/title/tt2763304/,Film,7.1,117,2017,"Commedia, Poliziesco, Drammatico",140303,2017-02-23,"Danny Boyle",,
217,tt1386697,2017-06-04,2017-06-04,,"Suicide Squad","Suicide Squad",https://www.imdb.com/title/tt1386697/,Film,5.9,123,2016,"Azione, Avventura, Fantastico, Fantascienza",754371,2016-08-13,"David Ayer",,
218,tt0116209,2017-06-04,2017-06-04,,"Il paziente inglese","The English Patient",https://www.imdb.com/title/tt0116209/,Film,7.4,162,1996,"Drammatico, Sentimentale, Guerra",212164,1997-02-28,"Anthony Minghella",,
219,tt0112573,2017-06-04,2017-06-04,,"Braveheart - Cuore impavido","Braveheart",https://www.imdb.com/title/tt0112573/,Film,8.3,178,1995,"Biografico, Drammatico, Guerra",1151845,1995-12-01,"Mel Gibson",,
220,tt0091763,2017-06-04,2017-06-04,,"Platoon","Platoon",https://www.imdb.com/title/tt0091763/,Film,8.1,120,1986,"Drammatico, Guerra",467657,1987-03-13,"Oliver Stone",,
221,tt0086879,2017-06-04,2017-06-04,,"Amadeus","Amadeus",https://www.imdb.com/title/tt0086879/,Film,8.4,160,1984,"Biografico, Drammatico, Musica",463554,1985-02-15,"Milos Forman",,
222,tt0079417,2017-06-04,2017-06-04,,"Kramer contro Kramer","Kramer vs. Kramer",https://www.imdb.com/title/tt0079417/,Film,7.8,105,1979,"Drammatico",164570,1980-03-07,"Robert Benton",,
223,tt0074486,2017-06-21,2017-06-21,,"Eraserhead - La mente che cancella","Eraserhead",https://www.imdb.com/title/tt0074486/,Film,7.2,89,1977,"Fantastico, Horror",141676,1982-01-30,"David Lynch",,
224,tt0460829,2017-06-21,2017-06-21,,"Inland Empire - L'impero della mente","Inland Empire",https://www.imdb.com/title/tt0460829/,Film,6.8,180,2006,"Drammatico, Fantastico, Giallo, Thriller",68110,2007-02-09,"David Lynch",,
225,tt0080678,2017-06-21,2017-06-21,,"The Elephant Man","The Elephant Man",https://www.imdb.com/title/tt0080678/,Film,8.2,124,1980,"Biografico, Drammatico",279646,1981-03-06,"David Lynch",,
226,tt0443272,2017-06-21,2017-06-21,,"Lincoln","Lincoln",https://www.imdb.com/title/tt0443272/,Film,7.3,150,2012,"Biografico, Drammatico, Storico, Guerra",283026,2013-01-24,"Steven Spielberg",,
227,tt0357110,2017-06-21,2017-06-21,,"La storia di Jack e Rose","The Ballad of Jack and Rose",https://www.imdb.com/title/tt0357110/,Film,6.5,112,2005,"Drammatico",12627,2005-04-08,"Rebecca Miller",,
